course_title,course_organization,course_certificate_type,course_rating,course_review_num,course_time,course_difficulty,course_students_enrolled,course_url,course_skills,course_tools,course_summary,course_description
The Beauty of Kunqu Opera,Not Specified,Professional Certificate,,32,1 Weeks,Advanced,0,https://www.coursera.org/learn/kunqu-opera,Music Performance; Music; Design; Music History; Classical Music; Art History; Performing Arts; Aesthetics; World Music,Not Specified,Not Specified,Not Specified
Landscape Photography: Capture the Beauty of Planet Earth,Not Specified,Professional Certificate,,0,6 Hours,Advanced,97,https://www.coursera.org/learn/landscape-photography-capture-the-beauty-of-planet-earth,Creativity; Photo Editing; Photography,Adobe Creative Cloud,Not Specified,Not Specified
Landscape Photography: Shooting from an Aerial Perspective,Not Specified,Professional Certificate,,0,4 Hours,Advanced,97,https://www.coursera.org/learn/landscape-photography-shooting-from-an-aerial-perspective,Creativity; Aesthetics; Photography; Photo/Video Production and Technology,Not Specified,Not Specified,Not Specified
Learn Non-Scary Adobe After Effects: Masking & Motion Basics,Not Specified,Professional Certificate,,0,6 Hours,Intermediate,0,https://www.coursera.org/learn/learn-non-scary-adobe-after-effects-masking--motion-basics,Post-Production; Media Production; Animations; Motion Graphics; Video Editing,Adobe After Effects,Not Specified,Not Specified
Learn Non-Scary Adobe After Effects: Parenting & Tracking,Not Specified,Professional Certificate,,0,6 Hours,Intermediate,0,https://www.coursera.org/learn/learn-non-scary-adobe-after-effects-parenting--tracking,Animations; Post-Production; Motion Graphics; Video Editing,Adobe After Effects,Not Specified,Not Specified
Learn Non-Scary Adobe After Effects: Timing & Expressions,Not Specified,Professional Certificate,,0,7 Hours,Intermediate,97,https://www.coursera.org/learn/learn-non-scary-adobe-after-effects-timing--expressions,Animations; Motion Graphics; Scripting; Video Production; Typography; Timelines; Video Editing; Performance Tuning; Musical Composition,Adobe After Effects,Not Specified,Not Specified
Littérature mondiale,Not Specified,Professional Certificate,,36,2 Weeks,Advanced,3,https://www.coursera.org/learn/litterature-mondiale,Aesthetics; Education and Training; Intercultural Competence; Cultural Diversity; Cultural Sensitivity; Teaching; Liberal Arts; Pedagogy; World History,Not Specified,Not Specified,Not Specified
Think Again IV: How to Avoid Fallacies,Not Specified,Professional Certificate,,64,2 Weeks,Advanced,373,https://www.coursera.org/learn/logical-fallacies,Case Studies; Interactive Learning; Persuasive Communication,Not Specified,Not Specified,Not Specified
Love as a Force for Social Justice,Not Specified,Professional Certificate,,430,3 Weeks,Advanced,166,https://www.coursera.org/learn/love-social-justice,Psychology; Creativity; Social Impact; Communication; Neurology; Cultural Diversity; Social Justice; Compassion; Ethical Standards And Conduct; Empathy; Liberal Arts; Research; Social Sciences,Not Specified,Not Specified,Not Specified
Low Poly Art For Video Games,Not Specified,Professional Certificate,,14,5 Weeks,Advanced,41,https://www.coursera.org/learn/low-poly-art-video-games,Color Theory; Creativity; Video Game Development; Computer Graphics; Animation and Game Design; 3D Modeling,Unity Engine; Adobe Photoshop; Autodesk Maya,Not Specified,Not Specified
Luther and the West,Not Specified,Professional Certificate,,104,2 Weeks,Advanced,9,https://www.coursera.org/learn/luther-and-the-west,Social Impact; Socioeconomics; Political Sciences; Social Justice; Cultural Diversity; European History; World History,Not Specified,Not Specified,Not Specified
Leer a Macondo: la obra de Gabriel García Márquez,Not Specified,Professional Certificate,,57,2 Weeks,Advanced,49,https://www.coursera.org/learn/macondo-gabriel-garcia-marquez,Liberal Arts; Writing and Editing; Literacy; Language Competency; Spanish Language; Storytelling,Not Specified,Not Specified,Not Specified
Magic in the Middle Ages,Not Specified,Professional Certificate,,379,9 Hours,Advanced,142,https://www.coursera.org/learn/magic-middle-ages,World History; Cultural Diversity; Investigation; Research; Art History; Anthropology; European History,Not Specified,Not Specified,Not Specified
Magna Carta and its Legacies: Freedom and protest,Not Specified,Professional Certificate,,63,1 Weeks,Advanced,0,https://www.coursera.org/learn/magna-carta,"Political Sciences; Policy Analysis; International Relations; World History; Public History; Social Justice; European History; Law, Regulation, and Compliance; Ancient History",Not Specified,Not Specified,Not Specified
How to Make a Comic Book (Project-Centered Course),Not Specified,Professional Certificate,,42,2 Weeks,Advanced,89,https://www.coursera.org/learn/make-comic-books,Storyboarding; Layout Design; Typography; Graphic and Visual Design; Creativity; Peer Review; Storytelling,Not Specified,Not Specified,Not Specified
Making Architecture,Not Specified,Professional Certificate,,442,1 Weeks,Advanced,0,https://www.coursera.org/learn/making-architecture,Not Specified,Not Specified,Not Specified,Not Specified
Master RAW Editing in Affinity Photo,Not Specified,Professional Certificate,,0,6 Hours,Advanced,97,https://www.coursera.org/learn/master-raw-editing-in-affinity-photo,Image Quality; Post-Production; Photo Editing; Photography,Not Specified,Not Specified,Not Specified
Master Retouching in Affinity Photo,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,97,https://www.coursera.org/learn/master-retouching-in-affinity-photo,Photography; Color Theory; Photo Editing; Image Quality,Not Specified,Not Specified,Not Specified
Mastering Natural Light in Portrait Photography,Not Specified,Professional Certificate,,0,5 Hours,Advanced,97,https://www.coursera.org/learn/mastering-natural-light-in-portrait-photography,Photography; Editing; Image Quality; Photo Editing,Adobe Creative Cloud,Not Specified,Not Specified
《新教伦理与资本主义精神》导读,Not Specified,Professional Certificate,,132,1 Weeks,Advanced,10,https://www.coursera.org/learn/max-weber,Sociology; Economics; Political Sciences; Ethical Standards And Conduct; European History; Social Sciences; Research Methodologies; Qualitative Research; World History; Culture,Not Specified,Not Specified,Not Specified
Maya Culture in Yucatan,Not Specified,Professional Certificate,,0,2 Weeks,Advanced,398,https://www.coursera.org/learn/maya-culture-in-yucatan,Timelines; World History; Sociology; Writing; Social Sciences; Art History; Culture; Anthropology; Ancient History; Cultural Diversity,Not Specified,Not Specified,Not Specified
The Cosmopolitan Medieval Arabic World,Not Specified,Professional Certificate,,440,2 Weeks,Advanced,25,https://www.coursera.org/learn/medieval-arabia,World History; Research; European History; Ancient History; Economics; Political Sciences; Science and Research; Liberal Arts; Social Sciences; Cultural Diversity,Not Specified,Not Specified,Not Specified
"The Mediterranean, a Space of Exchange (from the Renaissance to Enlightenment)",Not Specified,Professional Certificate,,19,2 Weeks,Advanced,19,https://www.coursera.org/learn/mediterraneanhistory,International Relations; World History; European History; Cultural Diversity; Political Sciences; Art History; Sociology; Economics,Not Specified,Not Specified,Not Specified
Approaching Music Theory: Melodic Forms and Simple Harmony,Not Specified,Professional Certificate,,170,2 Weeks,Advanced,58,https://www.coursera.org/learn/melodic-forms-simple-harmony,Music History; Musical Composition; Music Performance; Classical Music; Music; World Music; Music Theory; Instrumental Music,Not Specified,Not Specified,Not Specified
Memoir and Personal Essay: Managing Your Relationship with the Reader,Not Specified,Professional Certificate,,260,5 Hours,Advanced,29,https://www.coursera.org/learn/memoir-reader-relationship,Journals,Not Specified,Not Specified,Not Specified
Reality Bites: Introduction to metaphysics,Not Specified,Professional Certificate,,18,9 Hours,Advanced,32,https://www.coursera.org/learn/metaphysics,Aesthetics,Not Specified,Not Specified,Not Specified
Mind of the Universe: Science in Progress,Not Specified,Professional Certificate,,16,6 Hours,Advanced,32,https://www.coursera.org/learn/mind-of-the-universe-science-in-progress,Innovation; Research; Creative Thinking; Scientific Methods; Research Methodologies; Critical Thinking,Not Specified,Not Specified,Not Specified
I. Missões jesuíticas nos territórios guaranis: história,Not Specified,Professional Certificate,,14,2 Weeks,Advanced,2,https://www.coursera.org/learn/missoes-jesuitas-guaranis-historia-antropologia,Not Specified,Not Specified,Not Specified,Not Specified
Mixing and Completing Your Music Production,Not Specified,Professional Certificate,,0,7 Hours,Advanced,6,https://www.coursera.org/learn/mixing-and-completing-your-music-production,Editing; Post-Production; Media Production; Music; Creativity,Not Specified,Not Specified,Not Specified
Modern American Poetry,Not Specified,Professional Certificate,,106,3 Weeks,Advanced,25,https://www.coursera.org/learn/modern-american-poetry,Creativity; Writing and Editing; Multimedia; Oral Expression; Liberal Arts; Social Justice; World History; Music; Aesthetics,Not Specified,Not Specified,Not Specified
Modern Art & Ideas,Not Specified,Professional Certificate,,909,7 Hours,Advanced,0,https://www.coursera.org/learn/modern-art-ideas,Creativity; Emotional Intelligence; Cultural Diversity; Critical Thinking and Problem Solving; Art History,Not Specified,Not Specified,Not Specified
The Emergence of the Modern Middle East - Part I,Not Specified,Professional Certificate,,150,7 Hours,Advanced,86,https://www.coursera.org/learn/modern-middle-east-1,Economics; World History; European History; Cultural Diversity; Governance; International Relations; Political Sciences; Social Sciences,Not Specified,Not Specified,Not Specified
The Emergence of the Modern Middle East - Part II,Not Specified,Professional Certificate,,519,1 Weeks,Advanced,86,https://www.coursera.org/learn/modern-middle-east-2,Policy Analysis; Socioeconomics; International Relations; Political Sciences; World History; Governance; Culture,Not Specified,Not Specified,Not Specified
The Modern and the Postmodern (Part 1),Not Specified,Professional Certificate,,44,1 Weeks,Advanced,207,https://www.coursera.org/learn/modern-postmodern-1,Political Sciences; World History; Art History; Socioeconomics; Liberal Arts; Aesthetics; Culture; Sociology; European History,Not Specified,Not Specified,Not Specified
The Modern and the Postmodern (Part 2),Not Specified,Professional Certificate,,373,2 Weeks,Advanced,207,https://www.coursera.org/learn/modern-postmodern-2,Sociology; Political Sciences; Social Sciences; Psychology; European History; World History; Culture; Liberal Arts,Not Specified,Not Specified,Not Specified
Modern Sound Editing,Not Specified,Professional Certificate,,0,2 Weeks,Advanced,38,https://www.coursera.org/learn/modern-sound-editing,Storytelling; Video Production; Video Editing; Cinematography; Editing; Post-Production; Music,Not Specified,Not Specified,Not Specified
Modern Video Editing Techniques,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,38,https://www.coursera.org/learn/modern-video-editing-techniques,Typography; Animations; Post-Production; Writing and Editing; Editing; Video Production; Video Editing; Storyboarding,Not Specified,Not Specified,Not Specified
"The Modern World, Part One: Global History from 1760 to 1910",Not Specified,Professional Certificate,,75,2 Weeks,Advanced,246,https://www.coursera.org/learn/modern-world,World History; Cultural Diversity; International Relations; European History; Political Sciences; Governance; Socioeconomics; Economics; Social Sciences,Not Specified,Not Specified,Not Specified
"The Modern World, Part Two: Global History since 1910",Not Specified,Professional Certificate,,667,14 Weeks,Advanced,246,https://www.coursera.org/learn/modern-world-2,Economics; Culture; International Relations; Political Sciences; Social Sciences; Governance; European History; World History,Not Specified,Not Specified,Not Specified
Modern & Contemporary American Poetry (“ModPo”),Not Specified,Professional Certificate,,672,2 Months,Advanced,99,https://www.coursera.org/learn/modpo,"English Language; Language Interpretation, Translation, and Studies; Performing Arts; Liberal Arts; Literacy; World History",Not Specified,Not Specified,Not Specified
Moneyball and Globalization,Not Specified,Professional Certificate,,0,9 Hours,Advanced,1,https://www.coursera.org/learn/moneyball-and-globalization,Not Specified,Not Specified,Not Specified,Not Specified
Multimedia Content Creation,Not Specified,Professional Certificate,,136,2 Weeks,Advanced,313,https://www.coursera.org/learn/multimedia-content-creation,Design; Animations; Communication; Infographics; Multimedia; Graphic and Visual Design; Storytelling; Video Production; Visual Design; Web Content; Editing; Digital Media Strategy; Content Creation,Adobe Express,Not Specified,Not Specified
Music and Social Action,Not Specified,Professional Certificate,,182,3 Weeks,Advanced,25,https://www.coursera.org/learn/music-and-social-action,Not Specified,Not Specified,Not Specified,Not Specified
Music Business Foundations,Not Specified,Professional Certificate,,705,1 Weeks,Advanced,69,https://www.coursera.org/learn/music-business-foundations,Not Specified,Not Specified,Not Specified,Not Specified
Music Composition: Starting a Piece,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,1,https://www.coursera.org/learn/music-composition-starting-a-piece,Classical Music; Creativity; Music; Instrumental Music; Music Theory; Musical Composition,Not Specified,Not Specified,Not Specified
The Place of Music in 21st Century Education,Not Specified,Professional Certificate,,71,3 Weeks,Advanced,7,https://www.coursera.org/learn/music-education,Not Specified,Not Specified,Not Specified,Not Specified
Fundamentals of Rehearsing Music Ensembles,Not Specified,Professional Certificate,,420,2 Weeks,Advanced,20,https://www.coursera.org/learn/music-ensembles,Choral Music; Classical Music; Music; Oral Expression; Music Performance; Instrumental Music; Music Theory; Coordination,Not Specified,Not Specified,Not Specified
Music for Wellness,Not Specified,Professional Certificate,,169,1 Weeks,Advanced,38,https://www.coursera.org/learn/music-for-wellness,Not Specified,Not Specified,Not Specified,Not Specified
How Music Can Change Your Life,Not Specified,Professional Certificate,,180,3 Weeks,Advanced,32,https://www.coursera.org/learn/music-life,Music; Neurology; Health And Wellness Coaching; World Music; Social Impact; Rehabilitation; Psychotherapy; Community Development; Cultural Diversity; Mental Health,Not Specified,Not Specified,Not Specified
Music Production & Songwriting: Write Melodies in Any Genre,Not Specified,Professional Certificate,,0,8 Hours,Advanced,0,https://www.coursera.org/learn/music-production--songwriting-write-melodies-in-any-genre,Music Performance; Instrumental Music; Musical Composition; Media Production; Creativity; Editing; Music; Performing Arts; Music Theory,Not Specified,Not Specified,Not Specified
Music Production Capstone,Not Specified,Professional Certificate,,20,9 Hours,Advanced,122,https://www.coursera.org/learn/music-production-capstone,Music; Peer Review; Media Production; Music Performance; Post-Production; Coordination; Musical Composition; Editing,Not Specified,Not Specified,Not Specified
Creating Sounds for Electronic Music,Not Specified,Professional Certificate,,262,1 Weeks,Advanced,161,https://www.coursera.org/learn/music-synthesizer,Patch Management; Peer Review; Music Theory; Musical Composition; Electronic Media; System Requirements; Creativity; Music,Design Software,Not Specified,Not Specified
Getting Started With Music Theory,Not Specified,Professional Certificate,,759,1 Weeks,Advanced,120,https://www.coursera.org/learn/music-theory,Musical Composition; Music Theory; Classical Music; Music,Not Specified,Not Specified,Not Specified
Music Theory: Essentials of Music Theory for Modern Music,Not Specified,Professional Certificate,,0,5 Hours,Advanced,0,https://www.coursera.org/learn/music-theory-essentials-of-music-theory-for-modern-music,Music Theory; Media Production; Instrumental Music; Musical Composition; Music,Not Specified,Not Specified,Not Specified
Understanding the Music Business: What is Music Worth?,Not Specified,Professional Certificate,,147,2 Weeks,Advanced,0,https://www.coursera.org/learn/musicbiz,Not Specified,Not Specified,Not Specified,Not Specified
"Musicianship: Chord Charts, Diatonic Chords, and Minor Keys",Not Specified,Professional Certificate,,552,1 Weeks,Advanced,166,https://www.coursera.org/learn/musicianship-chords,Classical Music; Music Performance; Music; Musical Composition; Instrumental Music; Music Theory,Not Specified,Not Specified,Not Specified
Developing Your Musicianship: Final Project,Not Specified,Professional Certificate,,115,9 Hours,Advanced,166,https://www.coursera.org/learn/musicianship-final-project,Music; Music Theory; Music Performance; Musical Composition; Peer Review,Not Specified,Not Specified,Not Specified
"Musicianship: Tensions, Harmonic Function, and Modal Interchange",Not Specified,Professional Certificate,,403,9 Hours,Advanced,166,https://www.coursera.org/learn/musicianship-harmony,Not Specified,Not Specified,Not Specified,Not Specified
Greek and Roman Mythology,Not Specified,Professional Certificate,,557,3 Weeks,Advanced,279,https://www.coursera.org/learn/mythology,Ancient History; Cultural Diversity; World History; Psychology; Liberal Arts; Art History; Anthropology; Sociology; Performing Arts,Not Specified,Not Specified,Not Specified
Narrative Foundations for Immersive Media and Video Games,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,573,https://www.coursera.org/learn/narrative-foundations-for-immersive-media-and-video-games,Virtual Environment; Augmented and Virtual Reality (AR/VR); Experience Design; Game Design; Persona (User Experience); Storytelling; Interactive Design; User Story; Virtual Reality; Storyboarding,Not Specified,Not Specified,Not Specified
"Neural Basis of Imagination, Free Will, and Morality",Not Specified,Professional Certificate,,10,6 Hours,Advanced,4,https://www.coursera.org/learn/neural-basis-of-imagination-free-will-and-morality,Research; Psychology; Governance; Anthropology; Social Sciences; Ethical Standards And Conduct; Culture; Neurology; Creativity; Liberal Arts; Science and Research; Sociology,Not Specified,Not Specified,Not Specified
Alle origini della civiltà mediterranea: archeologia della città dal Levante all’Occidente - III-I millennio a.C.,Not Specified,Professional Certificate,,137,1 Weeks,Advanced,23,https://www.coursera.org/learn/nigro-levante-occidente,Architecture and Construction; Anthropology; Cultural Diversity; Art History; Research Methodologies; Social Studies; Culture; Ancient History; World History,Not Specified,Not Specified,Not Specified
Nomad Sculpt 3D: Stylized Female Pt 1: Head & Anatomy,Not Specified,Professional Certificate,,0,8 Hours,Advanced,97,https://www.coursera.org/learn/nomad-sculpt-3d-stylized-female-pt-1-head-anatomy,Creativity; Animation and Game Design; Computer Graphic Techniques; 3D Modeling,Not Specified,Not Specified,Not Specified
"Odesa, Ukraine: Jews in the Modern World",Not Specified,Professional Certificate,,5,1 Weeks,Advanced,22,https://www.coursera.org/learn/odesa,Cultural Diversity; Music History; Labor Law; World History; European History; Immigration Law; Socioeconomics; Social Justice; Economics; Art History,Not Specified,Not Specified,Not Specified
Old Norse Mythology in the Sources,Not Specified,Professional Certificate,,370,24 Hours,Advanced,22,https://www.coursera.org/learn/old-norse-mythology-sources,"European History; Research; Culture; Storytelling; Ancient History; Language Interpretation, Translation, and Studies; World History",Not Specified,Not Specified,Not Specified
Organising an Empire: The Assyrian Way,Not Specified,Professional Certificate,,818,2 Weeks,Advanced,18,https://www.coursera.org/learn/organising-empire-assyrian-way,Social Studies; World History; Sociology; Governance; Political Sciences; Diplomacy; Anthropology; Economics; Ancient History,Not Specified,Not Specified,Not Specified
Overwhelmed to Organized: Design Daily Structures in Notion,Not Specified,Professional Certificate,,0,5 Hours,Advanced,0,https://www.coursera.org/learn/overwhelmed-to-organized-design-daily-structures-in-notion,Resilience; Prioritization; Goal Setting; Organizational Skills; Planning; Personal Development; Creativity; Productivity; Adaptability; Time Management,Collaborative Software,Not Specified,Not Specified
Paesaggi di Roma Antica. Archeologia e storia del Palatino.,Not Specified,Professional Certificate,,147,8 Hours,Advanced,19,https://www.coursera.org/learn/paesaggi-roma-antica,Timelines; Data Collection; Scientific Methods; Cultural Responsiveness; Research Methodologies; Ancient History; World History; Land Management; Research; Investigation,Not Specified,Not Specified,Not Specified
拍摄：像剪辑师一样拍摄,Not Specified,Professional Certificate,,21,1 Weeks,Advanced,21,https://www.coursera.org/learn/pai-she,Editing; Storytelling; Photography; Storyboarding; Videography; Cinematography; Video Production,Not Specified,Not Specified,Not Specified
In the Studio: Postwar Abstract Painting,Not Specified,Professional Certificate,,438,3 Weeks,Advanced,149,https://www.coursera.org/learn/painting,Problem Solving; Liberal Arts; Color Theory; Social Impact; Creative Problem-Solving; Personal Development; Art History; Aesthetics; Creativity,Not Specified,Not Specified,Not Specified
The Changing Landscape of Ancient Rome. Archaeology and History of the Palatine Hill,Not Specified,Professional Certificate,,323,8 Hours,Advanced,19,https://www.coursera.org/learn/palatine-hill-archaeology-history,Not Specified,Not Specified,Not Specified,Not Specified
Writing a Personal Essay,Not Specified,Professional Certificate,,89,7 Hours,Advanced,111,https://www.coursera.org/learn/personal-essay,Personal Development; Self-Awareness; Organizational Skills; Storytelling; Overcoming Obstacles; Writing; Editing; Detail Oriented,Not Specified,Not Specified,Not Specified
Introduction to Philosophy,Not Specified,Professional Certificate,,2,2 Weeks,Advanced,754,https://www.coursera.org/learn/philosophy,Psychology; Research; Science and Research; Ethical Standards And Conduct; Liberal Arts; Political Sciences; Scientific Methods; Research Methodologies,Not Specified,Not Specified,Not Specified
Philosophy and the Sciences: Introduction to the Philosophy of Cognitive Sciences,Not Specified,Professional Certificate,,279,1 Weeks,Advanced,834,https://www.coursera.org/learn/philosophy-cognitive-sciences,Artificial Intelligence; Science and Research; Human Factors; Psychology; Human Learning; Robotics; Anthropology,Not Specified,Not Specified,Not Specified
Philosophy of Science,Not Specified,Professional Certificate,,255,- Weeks,Advanced,22,https://www.coursera.org/learn/philosophy-of-science,Peer Review; Simulations; Science and Research; Data Collection; Research Methodologies; Research; Experimentation; Research Design; Scientific Methods; Ethical Standards And Conduct,Not Specified,Not Specified,Not Specified
Philosophy and the Sciences: Introduction to the Philosophy of Physical Sciences,Not Specified,Professional Certificate,,201,1 Weeks,Advanced,834,https://www.coursera.org/learn/philosophy-physical-sciences,Science and Research; General Science and Research; Physical Science; Scientific Methods; Research Methodologies; Physics; Research,Not Specified,Not Specified,Not Specified
"Philosophy, Science and Religion: Science and Philosophy",Not Specified,Professional Certificate,,201,2 Weeks,Advanced,108,https://www.coursera.org/learn/philosophy-science-religion-1,Research; Cultural Diversity; General Science and Research; Scientific Methods; Biology,Not Specified,Not Specified,Not Specified
"Philosophy, Science and Religion: Philosophy and Religion",Not Specified,Professional Certificate,,114,3 Weeks,Advanced,108,https://www.coursera.org/learn/philosophy-science-religion-2,Social Sciences; Discussion Facilitation; Scientific Methods; Psychology; Sociology; Cultural Diversity; Research; Anthropology,Not Specified,Not Specified,Not Specified
"Philosophy, Science and Religion: Religion and Science",Not Specified,Professional Certificate,,59,3 Weeks,Advanced,58,https://www.coursera.org/learn/philosophy-science-religion-3,Discussion Facilitation; Biology; Science and Research; Anthropology; Physical Science; Research; Systems Thinking; Ethical Standards And Conduct; Culture; Diversity Awareness,Not Specified,Not Specified,Not Specified
Principles of Photo Composition and Digital Image Post-Production,Not Specified,Professional Certificate,,167,2 Weeks,Advanced,356,https://www.coursera.org/learn/photo-composition,Creative Design; Photo/Video Production and Technology; Storytelling; File Management; Design Elements And Principles; Photography; Graphic and Visual Design; Photo Editing; Image Quality,Not Specified,Not Specified,Not Specified
Seeing Through Photographs,Not Specified,Professional Certificate,,763,6 Weeks,Advanced,430,https://www.coursera.org/learn/photography,Public History; Photography; Storytelling; Social Justice; Culture; Media and Communications; Art History,Not Specified,Not Specified,Not Specified
Photography Capstone Project,Not Specified,Professional Certificate,,115,2 Weeks,Advanced,356,https://www.coursera.org/learn/photography-project,Photography; Content Creation; Creative Design; Storytelling; Image Quality; Creativity; Writing; Peer Review; Photo Editing,Not Specified,Not Specified,Not Specified
"Photography Techniques: Light, Content, and Sharing",Not Specified,Professional Certificate,,190,2 Weeks,Advanced,356,https://www.coursera.org/learn/photography-techniques,Web Design and Development; Image Quality; Photography; Information Privacy; Digital Publishing; Creativity; Peer Review; Photo Editing,Not Specified,Not Specified,Not Specified
Piano Scales for Modern Music,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,5,https://www.coursera.org/learn/piano-scales-for-modern-music,Instrumental Music; Music Performance; Music; Musical Composition; Music Theory,Not Specified,Not Specified,Not Specified
The Piano Sonata: Beethoven and the Romantics,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,0,https://www.coursera.org/learn/piano-sonata-beethoven-to-romantics,Classical Music; Instrumental Music; Music; Music History; Musical Composition; Music Theory,Not Specified,Not Specified,Not Specified
The Piano Sonata: Origins to Mozart,Not Specified,Professional Certificate,,30,1 Weeks,Advanced,3,https://www.coursera.org/learn/piano-sonata-origins-to-mozart,Instrumental Music; Music History; Classical Music; Musical Composition; Music Theory,Not Specified,Not Specified,Not Specified
Piano Techniques for Modern Music,Not Specified,Professional Certificate,,24,1 Weeks,Advanced,16,https://www.coursera.org/learn/piano-techniques-for-modern-music,Journals; Instrumental Music; Music; Coordination; Music Theory; Creativity; Music Performance,Not Specified,Not Specified,Not Specified
Pixel Art for Video Games,Not Specified,Professional Certificate,,76,1 Weeks,Advanced,41,https://www.coursera.org/learn/pixel-art-video-games,Color Theory; Creativity; Animations; Storyboarding; Game Design; Graphic and Visual Design; Video Game Development; Animation and Game Design; Computer Graphics,Unity Engine; Adobe Photoshop,Not Specified,Not Specified
Ancient Philosophy: Plato & His Predecessors,Not Specified,Professional Certificate,,602,2 Months,Advanced,158,https://www.coursera.org/learn/plato,Liberal Arts; Mathematics Education; General Science and Research; Scientific Methods; Ethical Standards And Conduct; Ancient History; Governance,Not Specified,Not Specified,Not Specified
現代文學導讀：詩、散文、小說,Not Specified,Professional Certificate,,21,6 Hours,Advanced,4,https://www.coursera.org/learn/poetry-prose-novel,Aesthetics; Writing; Storytelling; World History; Liberal Arts,Not Specified,Not Specified,Not Specified
Sharpened Visions: A Poetry Workshop,Not Specified,Professional Certificate,,881,1 Weeks,Advanced,151,https://www.coursera.org/learn/poetry-workshop,Peer Review; Editing; Creativity; Music,Not Specified,Not Specified,Not Specified
Portrait Photography - Lighting and Posing Models,Not Specified,Professional Certificate,,0,5 Hours,Advanced,97,https://www.coursera.org/learn/portrait-photography---lighting-and-posing-models,Color Theory; Photography; Photo/Video Production and Technology; Image Quality; Photo Editing,Adobe Photoshop,Not Specified,Not Specified
Premiere Pro Pt. 1 — Getting Started & Editing Basics,Not Specified,Professional Certificate,,18,6 Hours,Advanced,97,https://www.coursera.org/learn/premiere-pro-pt-1--getting-started-editing-basics,Video Editing; Editing; Timelines; File Management; Adobe Premiere; Post-Production,Not Specified,Not Specified,Not Specified
"Premiere Pro Pt. 2 — Transitions, Graphics & Animation",Not Specified,Professional Certificate,,0,5 Hours,Beginner,97,https://www.coursera.org/learn/premiere-pro-pt-2-transitions-graphics-animation,Animations; Motion Graphics; Adobe Premiere; Video Editing; Post-Production; Video Production; Graphic and Visual Design,Not Specified,Not Specified,Not Specified
"Premiere Pro Pt. 3 — Audio, Color & Exporting",Not Specified,Professional Certificate,,0,5 Hours,Beginner,97,https://www.coursera.org/learn/premiere-pro-pt-3-audio-color-exporting,Post-Production; Cinematography; Data Import/Export; Multimedia; Editing; Quality Assurance; Music; Adobe Premiere; Video Editing,Not Specified,Not Specified,Not Specified
Premium Logo Animation in Adobe After Effects: 2D Projects,Not Specified,Professional Certificate,,0,8 Hours,Advanced,97,https://www.coursera.org/learn/premium-logo-animation-in-adobe-after-effects-2d-projects,Video Editing; Logo Design; Creative Design; Color Theory; Multimedia; Animations; Motion Graphics; Typography,Adobe Illustrator; Adobe Photoshop; Adobe After Effects,Not Specified,Not Specified
Premium Logo Animation in Adobe After Effects: 3D & FX,Not Specified,Professional Certificate,,0,6 Hours,Advanced,0,https://www.coursera.org/learn/premium-logo-animation-in-adobe-after-effects-3d--fx,Motion Graphics; Animations; File Management; Cinematography; Logo Design; Computer Graphics; 3D Modeling,Adobe After Effects,Not Specified,Not Specified
Premium Logo Animation in Adobe After Effects: Fundamentals,Not Specified,Professional Certificate,,5,5 Hours,Advanced,97,https://www.coursera.org/learn/premium-logo-animation-in-adobe-after-effects-fundamentals,Graphic Design; Motion Graphics; Animations; File Management; Logo Design,Graphical Tools; Adobe After Effects,Not Specified,Not Specified
Recovering the Humankind's Past and Saving the Universal Heritage,Not Specified,Professional Certificate,,80,1 Weeks,Advanced,18,https://www.coursera.org/learn/preserving-cultural-heritage,Case Studies; Investigation; Timelines; Anthropology; Scientific Methods; Cultural Diversity; 3D Modeling; Data Modeling; Ancient History; Art History; Data Management; Research,Not Specified,Not Specified,Not Specified
Introducción a la producción de música,Not Specified,Professional Certificate,,264,2 Weeks,Advanced,161,https://www.coursera.org/learn/produccion-musical,Media Production; File Management; System Configuration; Musical Composition; Editing; Instrumental Music; Music,Not Specified,Not Specified,Not Specified
Producción Musical y su Efecto en la Composición,Not Specified,Professional Certificate,,524,2 Weeks,Advanced,32,https://www.coursera.org/learn/produccionycomposicion,Creativity; Instrumental Music; Music; Post-Production; Media Production; Music Theory; Music Performance; Editing; Musical Composition,Not Specified,Not Specified,Not Specified
Produce & Write in Ableton Live: Write Music in Any Genre,Not Specified,Professional Certificate,,0,8 Hours,Advanced,0,https://www.coursera.org/learn/produce--write-in-ableton-live-write-music-in-any-genre,Creativity; Music Theory; Music; Instrumental Music; Media Production; Musical Composition,Not Specified,Not Specified,Not Specified
The Art of Music Production,Not Specified,Professional Certificate,,106,1 Weeks,Advanced,122,https://www.coursera.org/learn/producing-music,Music; Media Production; Writing; Technology Solutions; Musical Composition; Peer Review,Not Specified,Not Specified,Not Specified
Producing Music in the Home Studio,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,1,https://www.coursera.org/learn/producing-music-in-the-home-studio,Organizational Skills; Media Production; Post-Production; Musical Composition; Music; Editing,Not Specified,Not Specified,Not Specified
